question,intent,entity,answer
Hội chứng Cushing,Triệu chứng,Cushing's Syndrome,"Tăng cân trung tâm, mặt tròn, da mỏng, tăng huyết áp, đường huyết cao, yếu cơ"
Hội chứng Cushing,Điều trị,Cushing's Syndrome,"Phẫu thuật, xạ trị, dùng thuốc ức chế cortisol (ketoconazole, metyrapone)"
Hội chứng Cushing,Nguyên nhân,Cushing's Syndrome,"Tăng sản cortisol do u tuyến yên (Hội chứng Cushing nội tiết), u tuyến thượng thận hoặc dùng corticosteroid kéo dài"
Hội chứng Klinefelter,Triệu chứng,Klinefelter Syndrome,"Chiều cao cao, thiếu testosterone, rối loạn phát triển, vô sinh, khó khăn trong học tập"
Hội chứng Klinefelter,Điều trị,Klinefelter Syndrome,"Liệu pháp hormone testosterone, hỗ trợ tâm lý và giáo dục"
Hội chứng Klinefelter,Nguyên nhân,Klinefelter Syndrome,"Bất thường nhiễm sắc thể (47,XXY)"
Hội chứng MEN,Triệu chứng,Multiple Endocrine Neoplasia (MEN) Syndrome,"Xuất hiện các khối u nội tiết đa dạng, triệu chứng phụ thuộc vào tuyến bị ảnh hưởng"
Hội chứng MEN,Điều trị,Multiple Endocrine Neoplasia (MEN) Syndrome,"Theo dõi định kỳ, phẫu thuật, liệu pháp hormone tùy loại u"
Hội chứng MEN,Nguyên nhân,Multiple Endocrine Neoplasia (MEN) Syndrome,"Đột biến di truyền (RET, MEN1 gene) gây tăng sản đa tuyến nội tiết"
Hội chứng QT kéo dài,Triệu chứng,Long QT Syndrome,Đột quỵ; bất đồng loạt nhịp tim; nguy cơ tử vong đột ngột
Hội chứng QT kéo dài,Điều trị,Long QT Syndrome,Thuốc chống loạn nhịp; cấy máy khử rung tim; tránh dùng thuốc kéo dài QT
Hội chứng QT kéo dài,Nguyên nhân,Long QT Syndrome,Bẩm sinh; tác dụng phụ của thuốc; mất cân bằng điện giải
Hội chứng Sheehan,Triệu chứng,Sheehan's Syndrome,"Mệt mỏi, thất sức, không tiết sữa sau sinh, rối loạn kinh nguyệt"
Hội chứng Sheehan,Điều trị,Sheehan's Syndrome,Thay thế hormone tuyến yên sau khi tổn thương
Hội chứng Sheehan,Nguyên nhân,Sheehan's Syndrome,Mất máu nghiêm trọng khi sinh gây tổn thương tuyến yên do giảm cung cấp máu
Hội chứng Turner,Triệu chứng,Turner Syndrome,"Chiều cao thấp, vô sinh, dị dạng tim, đặc điểm khuôn mặt đặc trưng"
Hội chứng Turner,Điều trị,Turner Syndrome,"Liệu pháp hormone tăng trưởng, hormone sinh dục, can thiệp tim mạch"
Hội chứng Turner,Nguyên nhân,Turner Syndrome,"Bất thường nhiễm sắc thể (45,X)"
Hội chứng Wolff-Parkinson-White,Triệu chứng,Wolff-Parkinson-White Syndrome,Nhịp tim nhanh đột ngột; hồi hộp; chóng mặt; có thể gây ngất
Hội chứng Wolff-Parkinson-White,Điều trị,Wolff-Parkinson-White Syndrome,Thuốc chống loạn nhịp; cắt mạch dẫn điện (ablation)
Hội chứng Wolff-Parkinson-White,Nguyên nhân,Wolff-Parkinson-White Syndrome,Dị tật bẩm sinh của hệ thống dẫn truyền điện tim
Hội chứng buồng trứng đa nang,Triệu chứng,Polycystic Ovary Syndrome (PCOS),"Kinh nguyệt không đều, tăng cân, mụn trứng cá, tăng lông trên cơ thể"
Hội chứng buồng trứng đa nang,Điều trị,Polycystic Ovary Syndrome (PCOS),"Điều chỉnh chế độ ăn, thuốc điều trị insulin, thuốc điều chỉnh nội tiết"
Hội chứng buồng trứng đa nang,Nguyên nhân,Polycystic Ovary Syndrome (PCOS),"Rối loạn nội tiết, kháng insulin, yếu tố di truyền"
Hở van hai lá,Triệu chứng,Mitral Regurgitation,Mệt mỏi; khó thở; tim đập không đều; phù nề
Hở van hai lá,Điều trị,Mitral Regurgitation,Dùng thuốc; theo dõi; phẫu thuật thay van nếu cần
Hở van hai lá,Nguyên nhân,Mitral Regurgitation,Thoái hóa; nhiễm khuẩn; bẩm sinh
Hở van động mạch chủ,Triệu chứng,Aortic Regurgitation,Khó thở; mệt mỏi; tim đập nhanh; phù nề
Hở van động mạch chủ,Điều trị,Aortic Regurgitation,Dùng thuốc; theo dõi; thay van nếu cần
Hở van động mạch chủ,Nguyên nhân,Aortic Regurgitation,Thoái hóa van; nhiễm trùng (như endocarditis); bẩm sinh
Loãng xương do rối loạn hormone,Triệu chứng,Osteoporosis due to Hormonal Imbalance,"Đau lưng, gãy xương, giảm chiều cao, đau khớp"
Loãng xương do rối loạn hormone,Điều trị,Osteoporosis due to Hormonal Imbalance,"Sử dụng thuốc tăng cường xương (bisphosphonates), hormone thay thế, bổ sung canxi và vitamin D"
Loãng xương do rối loạn hormone,Nguyên nhân,Osteoporosis due to Hormonal Imbalance,"Thiếu estrogen sau mãn kinh, rối loạn nội tiết, lão hóa"
Lạc nội mạc tử cung,Triệu chứng,Endometriosis,"Đau bụng kinh dữ dội, đau vùng chậu, đau khi quan hệ, khó khăn trong sinh sản"
Lạc nội mạc tử cung,Điều trị,Endometriosis,"Thuốc giảm đau, điều trị hormone, phẫu thuật loại bỏ mô nội mạc ngoại tử cung"
Lạc nội mạc tử cung,Nguyên nhân,Endometriosis,"Di căn của mô nội mạc tử cung ra ngoài tử cung, liên quan đến yếu tố di truyền và nội tiết"
Mụn,Triệu chứng,Acne vulgaris,"Mụn đầu đen, mụn đầu trắng, mụn bọc; có thể viêm và để lại sẹo"
Mụn,Điều trị,Acne vulgaris,"Sử dụng các sản phẩm trị mụn như benzoyl peroxide, retinoid, kháng sinh; chăm sóc và làm sạch da"
Mụn,Nguyên nhân,Acne vulgaris,"Tắc nghẽn lỗ chân lông do bã nhờn, vi khuẩn, thay đổi nội tiết tố và phản ứng viêm"
Mụn cóc,Triệu chứng,Verruca vulgaris (Common Wart),"Nốt sần, nhỏ, nhám bề mặt, thường xuất hiện ở tay, chân, có thể lây lan"
Mụn cóc,Điều trị,Verruca vulgaris (Common Wart),"Điều trị bằng cryotherapy, axit salicylic, laser hoặc cấy ghép nếu cần"
Mụn cóc,Nguyên nhân,Verruca vulgaris (Common Wart),"Nhiễm virus HPV, lây truyền qua tiếp xúc trực tiếp hoặc gián tiếp"
Mụn rộp sinh dục,Triệu chứng,Genital Herpes (alternative presentation),"Mụn nước nhỏ, loét ở vùng sinh dục, đau rát khi tái phát"
Mụn rộp sinh dục,Điều trị,Genital Herpes (alternative presentation),"Thuốc kháng virus (acyclovir) và biện pháp giảm đau, hỗ trợ miễn dịch"
Mụn rộp sinh dục,Nguyên nhân,Genital Herpes (alternative presentation),"Lây truyền HSV qua giao hợp, kích hoạt do stress, mệt mỏi, suy giảm miễn dịch"
Mụn thịt,Triệu chứng,Acrochordon (Skin Tag),"Các nốt da nhỏ, mềm, nhám bề mặt, thường xuất hiện ở cổ, nách, háng; không đau nhưng có thể bị kích ứng do ma sát"
Mụn thịt,Điều trị,Acrochordon (Skin Tag),"Loại bỏ bằng cryotherapy, cắt bỏ bằng dao mổ hoặc laser nếu gây phiền toái"
Mụn thịt,Nguyên nhân,Acrochordon (Skin Tag),"Do ma sát, tăng mỡ, yếu tố di truyền và thay đổi nội tiết"
Ngoại tâm thu thất,Triệu chứng,Premature Ventricular Contractions (PVCs),Cảm giác tim đập bất thường; bỏ sót nhịp tim; cảm giác rung lắc ở ngực
Ngoại tâm thu thất,Điều trị,Premature Ventricular Contractions (PVCs),Thường không cần điều trị nếu nhẹ; dùng thuốc chống loạn nhịp nếu triệu chứng nặng
Ngoại tâm thu thất,Nguyên nhân,Premature Ventricular Contractions (PVCs),"Stress; tiêu thụ caffeine, rượu; bất thường điện tim"
Ngứa vùng bẹn,Triệu chứng,Groin Dermatitis,"Da vùng bẹn ngứa, đỏ, có thể xuất hiện nấm hoặc viêm do ma sát"
Ngứa vùng bẹn,Điều trị,Groin Dermatitis,"Giữ vùng da sạch, khô thoáng; dùng kem chống viêm và thuốc kháng nấm nếu nhiễm"
Ngứa vùng bẹn,Nguyên nhân,Groin Dermatitis,"Do ma sát, ẩm ướt, nhiễm nấm (ví dụ: tinea cruris) hoặc vi khuẩn, cũng có thể là phản ứng dị ứng"
Nhiễm trùng roi Trichomonas,Triệu chứng,Trichomoniasis,"tiết dịch âm đạo bọt, ngứa, rát, đi tiểu buốt, có dịch niệu đạo tiết ra với số lượng ít không đặc nhầy và có mủ như người bệnh lậu."
Nhiễm trùng roi Trichomonas,Điều trị,Trichomoniasis,Dùng metronidazole; điều trị đồng thời đối tác
Nhiễm trùng roi Trichomonas,Nguyên nhân,Trichomoniasis,"Nhiễm ký sinh trùng Trichomonas qua giao tiếp tình dục, do môi trường ẩm ướt"
Nhịp nhanh thất,Triệu chứng,Ventricular Tachycardia,Nhịp tim nhanh; chóng mặt; ngất; đau ngực
Nhịp nhanh thất,Điều trị,Ventricular Tachycardia,Thuốc chống loạn nhịp; điện giãn; cấy máy khử rung tim (ICD) nếu cần
Nhịp nhanh thất,Nguyên nhân,Ventricular Tachycardia,Bất thường điện tim; bệnh tim mạch; suy tim; bệnh mạch vành
Nhịp nhanh trên thất,Triệu chứng,Supraventricular Tachycardia (SVT),Nhịp tim tăng đột ngột; chóng mặt; khó thở; run rẩy
Nhịp nhanh trên thất,Điều trị,Supraventricular Tachycardia (SVT),Manuever vagal; thuốc chống loạn nhịp; điện giãn nếu cần
Nhịp nhanh trên thất,Nguyên nhân,Supraventricular Tachycardia (SVT),Rối loạn dẫn truyền điện trong tâm nhĩ; kích thích ngoại lai
Nhồi máu cơ tim (cấp tính và mãn tính),Triệu chứng,Myocardial Infarction,"Đau thắt ngực dữ dội; cảm giác nặng nề; đổ mồ hôi lạnh; buồn nôn; đau lan ra cánh tay, cổ hoặc hàm"
Nhồi máu cơ tim (cấp tính và mãn tính),Điều trị,Myocardial Infarction,Điều trị cấp cứu bằng dung dịch tan cục (thrombolytic); can thiệp nội mạch (PCI); phẫu thuật; thuốc giảm đau; thuốc chống đông
Nhồi máu cơ tim (cấp tính và mãn tính),Nguyên nhân,Myocardial Infarction,Tắc nghẽn động mạch do mảng bám vỡ; tạo cục máu đông; rối loạn mạch vành
Nám (“Nám bà bầu”),Triệu chứng,Melasma,"Vết nám không đều màu, chủ yếu trên mặt, đặc biệt ở vùng má, trán, cằm; tăng sắc tố rõ rệt sau phơi nắng"
Nám (“Nám bà bầu”),Điều trị,Melasma,"Sử dụng kem tẩy nám, retinoid, laser và bảo vệ da khỏi ánh nắng mặt trời"
Nám (“Nám bà bầu”),Nguyên nhân,Melasma,"Thay đổi nội tiết (đặc biệt ở thai kỳ), di truyền và tác động của tia UV"
Nấm da chân,Triệu chứng,Tinea pedis (Athlete's foot),"Da chân bong tróc, ngứa, đỏ; có mùi hôi và có thể xuất hiện vết nứt"
Nấm da chân,Điều trị,Tinea pedis (Athlete's foot),"Thuốc chống nấm dạng kem, bột hoặc dung dịch; giữ cho chân luôn khô ráo"
Nấm da chân,Nguyên nhân,Tinea pedis (Athlete's foot),"Nhiễm nấm dermatophytes (Trichophyton spp) qua môi trường ẩm ướt, tiếp xúc trực tiếp"
Nấm hắc lào,Triệu chứng,Tinea nigra,"Xuất hiện các mảng da phẳng, màu nâu đến đen, không ngứa; thường ở lòng bàn tay hoặc lòng bàn chân"
Nấm hắc lào,Điều trị,Tinea nigra,"Thuốc chống nấm dạng kem, dung dịch hoặc thuốc uống trong trường hợp cần"
Nấm hắc lào,Nguyên nhân,Tinea nigra,Nhiễm nấm Hortaea werneckii hoặc Exophiala spp qua tiếp xúc với môi trường ẩm ướt
Nấm kẽ,Triệu chứng,Tinea cruris,"Da vùng bẹn, đùi trong đỏ, ngứa, có ranh giới sắc nét"
Nấm kẽ,Điều trị,Tinea cruris,Thuốc chống nấm dạng kem hoặc bột; giữ vùng da khô thoáng
Nấm kẽ,Nguyên nhân,Tinea cruris,Nhiễm nấm dermatophytes như Trichophyton rubrum do điều kiện ẩm ướt và ma sát
Nấm móng,Triệu chứng,Onychomycosis,"Móng tay/chân dày, biến dạng, chuyển màu (vàng, nâu) và dễ vỡ"
Nấm móng,Điều trị,Onychomycosis,"Thuốc chống nấm dạng uống hoặc sơn chống nấm, chăm sóc vệ sinh móng"
Nấm móng,Nguyên nhân,Onychomycosis,"Nhiễm nấm dermatophytes, nấm men, nấm mốc, thường do điều kiện ẩm ướt"
Nấm tóc,Triệu chứng,Tinea capitis,"Da đầu ngứa, đỏ, bong tróc, kèm rụng tóc tại vùng nhiễm"
Nấm tóc,Điều trị,Tinea capitis,"Thuốc chống nấm dạng uống (griseofulvin, terbinafine) và chăm sóc vệ sinh"
Nấm tóc,Nguyên nhân,Tinea capitis,"Nhiễm nấm dermatophytes như Trichophyton, Microsporum qua tiếp xúc từ môi trường hoặc từ người khác"
Nốt ruồi,Triệu chứng,Melanocytic Nevus,"Đốm da nhỏ, màu sắc từ nâu đến đen, thường không gây ngứa hay đau"
Nốt ruồi,Điều trị,Melanocytic Nevus,"Thông thường không cần điều trị, loại bỏ nếu có dấu hiệu bất thường hoặc lo ngại về ung thư"
Nốt ruồi,Nguyên nhân,Melanocytic Nevus,"Tăng sinh tế bào melanocyte, có thể liên quan đến yếu tố di truyền và phơi nhiễm ánh nắng"
Nổi mề đay,Triệu chứng,Urticaria,"Nổi mụn, mẩn đỏ, ngứa dữ dội, xuất hiện và tan biến nhanh"
Nổi mề đay,Điều trị,Urticaria,"Thuốc kháng histamin, corticosteroid trong trường hợp nặng"
Nổi mề đay,Nguyên nhân,Urticaria,"Phản ứng dị ứng với thực phẩm, thuốc, côn trùng hoặc stress; kích thích miễn dịch đột ngột"
Phát ban,Triệu chứng,Exanthem (không đặc hiệu),"Ban đỏ, nổi mụn nước hoặc hồng có thể lan tỏa; thường kèm ngứa"
Phát ban,Điều trị,Exanthem (không đặc hiệu),"Thuốc kháng histamin, kem giảm ngứa, xác định và loại trừ tác nhân kích thích"
Phát ban,Nguyên nhân,Exanthem (không đặc hiệu),"Nhiễm virus, dị ứng, phản ứng thuốc hoặc tiếp xúc với chất gây kích ứng"
Phát ban do tiếp xúc với thực vật,Triệu chứng,Contact Dermatitis (do thực vật),"Da đỏ, sưng, ngứa, có mụn nước hoặc phồng rộp tại vùng tiếp xúc"
Phát ban do tiếp xúc với thực vật,Điều trị,Contact Dermatitis (do thực vật),"Rửa sạch ngay vùng da bị tác động, dùng kem corticosteroid và thuốc kháng histamin"
Phát ban do tiếp xúc với thực vật,Nguyên nhân,Contact Dermatitis (do thực vật),Phản ứng dị ứng với hóa chất tự nhiên (ví dụ: urushiol từ cây thường xanh như poison ivy)
Polyp tử cung,Triệu chứng,Endometrial Polyps,"Kinh nguyệt không đều, chảy máu giữa chu kỳ, đau bụng nhẹ"
Polyp tử cung,Điều trị,Endometrial Polyps,"Loại bỏ bằng nội soi, phẫu thuật cắt bỏ polyp nếu cần"
Polyp tử cung,Nguyên nhân,Endometrial Polyps,Tăng sản nội mạc tử cung do tác động của hormone và yếu tố tuổi tác
Rung nhĩ,Triệu chứng,Atrial Fibrillation,Nhịp tim không đều; ngất; khó thở; mệt mỏi; tăng nguy cơ đột quỵ
Rung nhĩ,Điều trị,Atrial Fibrillation,"Thuốc chống đông; điều chỉnh nhịp tim (beta-blockers, calcium channel blockers); ablation nếu cần"
Rung nhĩ,Nguyên nhân,Atrial Fibrillation,Bất thường về điện tim; tăng huyết áp; bệnh tim; tiểu đường; lão hóa
Rối loạn canxi máu,Triệu chứng,Calcium Homeostasis Disorders,"Tê liệt, co giật cơ, mệt mỏi, rối loạn nhịp tim"
Rối loạn canxi máu,Điều trị,Calcium Homeostasis Disorders,Điều chỉnh canxi qua thuốc bổ sung hoặc thuốc hạ canxi
Rối loạn canxi máu,Nguyên nhân,Calcium Homeostasis Disorders,"Rối loạn hormone parathyroid, suy thận, thiếu hụt vitamin D"
Rối loạn cương dương,Triệu chứng,Erectile Dysfunction,"Khó duy trì hoặc đạt cương cứng đủ cho giao hợp, lo lắng về khả năng tình dục"
Rối loạn cương dương,Điều trị,Erectile Dysfunction,"Sử dụng thuốc ức chế PDE5 (sildenafil, tadalafil), tư vấn tâm lý, thay đổi lối sống"
Rối loạn cương dương,Nguyên nhân,Erectile Dysfunction,"Rối loạn tuần hoàn, thần kinh, nội tiết hoặc yếu tố tâm lý"
