Question,Name,Intent,Scientific_name,Answer
"Tôi bị loạn dưỡng cơ tủy, do đâu và có thuốc gì để chữa không?",loạn dưỡng cơ tủy,"['Nguyên nhân', 'Điều trị']",Spinal muscular dystrophy,"Nguyên nhân: Đột biến gen SMN1 gây thoái hóa tế bào thần kinh vận động, Bệnh lý di truyền , Bệnh di truyền trên nhiễm sắc thể giới tính X. Điều trị: Thuốc Spinraza, Trị liệu gene Zolgensma"
"Tôi bị loãng xương do rối loạn hormone và thấy mệt, do nguyên nhân gì?",loãng xương do rối loạn hormone,['Nguyên nhân'],Osteoporosis due to Hormonal Imbalance,"Thiếu estrogen sau mãn kinh, rối loạn nội tiết, lão hóa"
Bệnh glaucoma bẩm sinh biểu hiện ra sao và có cách nào điều trị không?,glaucoma bẩm sinh,"['Triệu chứng', 'Điều trị']",Congenital Glaucoma,"Triệu chứng: Mắt đục hoặc mờ, chảy nước mắt nhiều, nhạy cảm với ánh sáng. Điều trị: Phẫu thuật (ví dụ: trabeculotomy, goniotomy) để tạo đường thoát mới, thuốc để giảm áp lực nội nhãn"
"Bệnh rối loạn hô hấp khi ngủ làm tôi mệt, tại sao vậy?",rối loạn hô hấp khi ngủ,['Nguyên nhân'],Sleep Apnea,"Đường thở bị thu hẹp, tắc nghẽn do không nhận đủ oxy; Thân não không nhận biết đúng mức carbon dioxide trong cơ thể khi ngủ"
"Tôi bị ung thư xương, dấu hiệu là gì, nguyên nhân từ đâu, và có cách chữa không?",ung thư xương,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Bone Cancer,"Triệu chứng: đau nhức xương, mệt mỏi, sụt cân, sờ thấy nốt sưng hoặc khối u cứng ở vị trí ung thư.. Điều trị: phẫu thuật cắt bỏ khối u, hóa trị (doxorubicin, cisplatin, methotrexate), xạ trị (với Ewing sarcoma), thuốc giảm đau, phục hồi chức năng sau điều trị;. Nguyên nhân: phơi nhiễm tia phóng xạ, mắc bệnh di truyền, lạm dụng dược phẩm, rượu bia hoặc thuốc lá."
Bị áp xe phổi thì có cách nào bớt khó chịu không?,áp xe phổi,['Điều trị'],Abscess of the Lung,"Kháng sinh, dẫn lưu hoặc phẫu thuật cắt bỏ áp xe, chăm sóc hỗ trợ, quản lý các tình trạng phổi cơ bản"
Bị hội chứng edward thì có triệu chứng gì và nguyên nhân là gì?,hội chứng edward,"['Triệu chứng', 'Nguyên nhân']",Edward Syndrome,"Triệu chứng: Chậm phát triển, khuyết tật trí tuệ, đặc điểm khuôn mặt đặc trưng (cằm nhỏ, tai thấp), dị tật tim. Nguyên nhân: Trisomy 18 (dư thừa nhiễm sắc thể 18)"
"Đau ở giang mai mãi không hết, có phải bệnh gì không?",giang mai,['Triệu chứng'],Treponema pallidum infection,"Chan cre, loét ở vùng sinh dục; sau này có phát ban, đau đầu, sốt, tổn thương nội tạng nếu không điều trị"
"Tôi bị sa van hai lá, triệu chứng là gì, do đâu, và chữa thế nào?",sa van hai lá,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Mitral Valve Prolapse,Triệu chứng: Thường không triệu chứng; đôi khi nhịp tim không đều; cảm giác hồi hộp; mệt mỏi. Điều trị: Theo dõi; dùng thuốc nếu cần; phẫu thuật trong trường hợp nặng. Nguyên nhân: Dị tật bẩm sinh; thoái hóa van; yếu cơ tim
"Đau ở tiểu không kiểm soát do thúc đẩy mãi không hết, do đâu vậy?",tiểu không kiểm soát do thúc đẩy,['Nguyên nhân'],Urge Incontinence,Bàng quang hoạt động quá mức
Bệnh nấm kẽ có dấu hiệu gì và do đâu?,nấm kẽ,"['Triệu chứng', 'Nguyên nhân']",Tinea cruris,"Triệu chứng: Da vùng bẹn, đùi trong đỏ, ngứa, có ranh giới sắc nét. Nguyên nhân: Nhiễm nấm dermatophytes như Trichophyton rubrum do điều kiện ẩm ướt và ma sát"
"Đau khớp do rối loạn mũi, có phải bệnh nghiêm trọng không?",rối loạn mũi,['Triệu chứng'],Nose Disorder,"Nghẹt mũi, chảy nước mũi, hắt hơi, đau hoặc áp lực mặt, mất khứu giác"
Nguyên nhân nào khiến tôi bị lạm dụng thuốc và có cách điều trị không?,lạm dụng thuốc (cocaine),"['Nguyên nhân', 'Điều trị']",Drug Abuse (Cocaine),"Nguyên nhân: Sử dụng cocaine gây nghiện. Điều trị: Giải độc y tế, tư vấn, liệu pháp hành vi, nhóm hỗ trợ"
Bệnh hội chứng tiểu máu không triệu chứng có liên quan đến tuổi già không?,hội chứng tiểu máu không triệu chứng,['Nguyên nhân'],Asymptomatic hematuria syndrome,Viêm bàng quang; Nhiễm trùng; Sỏi tiết niệu; U bướu thận; Phì đại tuyến tiền liệt; Bệnh thận; Vô căn
Tôi bị parkinson vì sao mà cứ tái phát?,parkinson,['Nguyên nhân'],Parkinson Disease,Thoái hóa tế bào thần kinh sản xuất dopamine
Bệnh đái tháo đường type 1 có liên quan đến tuổi già không?,đái tháo đường type 1,['Nguyên nhân'],Type 1 Diabetes Mellitus,Phản ứng tự miễn phá hủy tế bào beta của tuyến tụy; yếu tố di truyền và tác động môi trường
"Cơ thể tôi lạ lắm khi bị co cơ, chuyện gì đang xảy ra?",co cơ,['Triệu chứng'],Muscle Spasm,"Co cơ đột ngột, không tự chủ, đau cơ, cứng, hạn chế phạm vi chuyển động"
"Tôi bị ngộ độc thuốc hạ huyết áp và thấy mệt, do nguyên nhân gì?",ngộ độc thuốc hạ huyết áp,['Nguyên nhân'],Antihypertensives Poisoning,Dùng quá liều thuốc hạ huyết áp
"Đau khớp do thận ứ nước, tôi nên uống thuốc gì?",thận ứ nước,['Điều trị'],Hydronephrosis,"Loại bỏ nguyên nhân tắc nghẽn; Tái lập lưu thông đường dẫn tiểu: Cắt nối đường dẫn niệu, Đặt ống thông JJ niệu quản, Đặt thông niệu đạo hoặc dẫn lưu bàng quang"
Tôi bị u warthin là do thời tiết thay đổi à?,u warthin,['Nguyên nhân'],Warthin tumor,"Tăng sinh lành tính trong tuyến mang tai, thường liên quan đến hút thuốc"
"Tôi bị viêm tai giữa cấp, dấu hiệu là gì, nguyên nhân từ đâu, và có cách chữa không?",viêm tai giữa cấp,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Acute Otitis Media,"Triệu chứng: Đau tai, sốt, chảy dịch từ tai, giảm thính lực hoặc âm thanh bị bít ở tai bị ảnh hưởng. Điều trị: Kháng sinh, thuốc giảm đau (ví dụ: acetaminophen, ibuprofen), chườm ấm, thuốc nhỏ tai, ống thông nhĩ (trong một số trường hợp). Nguyên nhân: Nhiễm khuẩn tai giữa, thường do vi khuẩn hoặc virus"
Tại sao tôi bị giãn tĩnh mạch thực quản và có cách chữa không?,giãn tĩnh mạch thực quản,"['Nguyên nhân', 'Điều trị']",Esophageal Varices,"Nguyên nhân: Tăng áp lực tĩnh mạch cửa do bệnh gan. Điều trị: Thuốc (thuốc chẹn beta, thuốc co mạch), liệu pháp nội soi, buộc dây, shunt cổng gan qua tĩnh mạch cảnh trong (TIPS), can thiệp phẫu thuật"
"Tôi bị wilson, triệu chứng là gì và chữa thế nào?",wilson,"['Triệu chứng', 'Điều trị']",Wilson Disease,"Triệu chứng: Mệt mỏi, đau hoặc sưng bụng, vàng da, triệu chứng thần kinh (run, khó nói hoặc đi lại). Điều trị: Thuốc để loại bỏ đồng khỏi cơ thể (chất chelate), thay đổi chế độ ăn, ghép gan (trong trường hợp nặng)"
"Tôi bị đau do nhiễm ký sinh trùng, đó là bệnh gì, vì sao, và chữa thế nào?",nhiễm ký sinh trùng,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Parasitic Infections,"Triệu chứng: Ngứa dữ dội, chấy hoặc trứng chấy nhìn thấy ở vùng bị ảnh hưởng. Điều trị: Thuốc theo toa (thuốc bôi hoặc uống chống ký sinh trùng), giặt quần áo và chăn ga trong nước nóng. Nguyên nhân: Nhiễm ký sinh trùng như chấy hoặc ghẻ"
Bị áp xe thì có phải do lối sống không?,áp xe,['Nguyên nhân'],Abscess,"Nhiễm khuẩn khu trú, thường do vi khuẩn"
"Khi bị viêm củng mạc, tôi sẽ thấy gì và do đâu mà có?",viêm củng mạc,"['Triệu chứng', 'Nguyên nhân']",Scleritis,"Triệu chứng: Đỏ mắt, đau mắt nghiêm trọng, mờ mắt. Nguyên nhân: Rối loạn tự miễn hoặc nhiễm trùng"
"Bệnh hội chứng tăng bạch cầu ái toan ở phổi có triệu chứng gì, vì sao bị, và điều trị ra sao?",hội chứng tăng bạch cầu ái toan ở phổi,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Eosinophilic Pneumonia,"Triệu chứng: Ho, Sốt, Khó thở, Đau ngực, Ớn lạnh, Mệt mỏi, Đau cơ, Khó thở ngày càng trầm trọng hơn, Đồ mồ hôi đêm, Giảm cân không giải thích được, Khò khè. Điều trị: Dùng corticosteroid để giảm xưng; Liệu pháp oxy và glucocorticoid; Thở máy, Dùng kháng sinh. Nguyên nhân: Phản ứng dị ứng, Nấm phổi phế quản dị ứng, U hạt phế quản, Chất độc đường hít, Dị ứng một số loại thuốc, Hút thuốc"
Tôi bị viêm kết mạc do dị ứng vì sao mà cứ tái phát?,viêm kết mạc do dị ứng,['Nguyên nhân'],Conjunctivitis due to Allergy,"Phản ứng dị ứng với phấn hoa, bụi hoặc lông động vật"
Làm sao để tôi bớt đau khi bị đau đầu gối mãn tính?,đau đầu gối mãn tính,['Điều trị'],Chronic Knee Pain,"Quản lý đau, vật lý trị liệu, thay đổi lối sống, nẹp hoặc hỗ trợ đầu gối"
Nguyên nhân nào khiến tôi bị viêm da do tiếp xúc ánh nắng và có cách điều trị không?,viêm da do tiếp xúc ánh nắng,"['Nguyên nhân', 'Điều trị']",Dermatitis due to Sun Exposure,"Nguyên nhân: Phản ứng da với tia UV. Điều trị: Corticosteroid tại chỗ, kem dưỡng ẩm, tránh tiếp xúc với ánh nắng"
"Bệnh sẹo tử cung làm tôi khó chịu, có mẹo nào giảm không?",sẹo tử cung,['Điều trị'],Asherman Syndrome,"mổ nội soi khuyết sẹo mổ lấy thai, nội soi ổ bụng cắt bỏ sẹo mổ cũ và điều trị phẫu thuật nội soi."
"Đau ở xoắn buồng trứng là bệnh gì, tại sao, và có cách nào giảm không?",xoắn buồng trứng,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Ovarian Torsion,"Triệu chứng: Đau bụng hoặc vùng chậu đột ngột và nghiêm trọng ở một bên, đau nhói hoặc đâm, buồn nôn, nôn, sốt, nhịp tim nhanh, đau bụng, đầy hơi, sưng, đau khi quan hệ, chảy máu hoặc đốm máu bất thường. Điều trị: Chăm sóc y tế khẩn cấp (vì xoắn buồng trứng là tình trạng khẩn cấp), xét nghiệm hình ảnh (như siêu âm hoặc chụp CT) để chẩn đoán xoắn, can thiệp phẫu thuật (nội soi hoặc mổ mở) để tháo xoắn buồng trứng và khôi phục lưu lượng máu, cắt bỏ buồng trứng (nếu bị tổn thương hoặc không thể cứu), quản lý đau (thuốc giảm đau). Nguyên nhân: Buồng trứng xoắn quanh dây chằng do khối u, nang hoặc thai kỳ"
"Tôi thấy khó chịu ở cơn tăng huyết áp kịch phát, phải làm sao để hết?",cơn tăng huyết áp kịch phát (hypertensive crisis),['Triệu chứng'],Hypertensive Crisis,Huyết áp tăng đột ngột; đau đầu dữ dội; chóng mặt; buồn nôn; thị lực mờ; đau ngực
"Bệnh hội chứng đau vùng phức hợp làm tôi mệt mỏi, đó là bình thường không?",hội chứng đau vùng phức hợp,['Triệu chứng'],Complex Regional Pain Syndrome,"Đau nghiêm trọng và kéo dài, thay đổi màu da hoặc nhiệt độ, sưng, cứng khớp"
Bệnh viêm khớp dạng thấp vị thành niên xuất phát từ đâu và tôi nên làm gì để giảm triệu chứng?,viêm khớp dạng thấp vị thành niên,"['Nguyên nhân', 'Điều trị']",Juvenile Rheumatoid Arthritis,"Nguyên nhân: Rối loạn tự miễn ảnh hưởng đến trẻ em. Điều trị: Thuốc (NSAIDs, DMARDs), vật lý trị liệu, liệu pháp nghề nghiệp, tập thể dục, thiết bị hỗ trợ"
Bệnh gãy xương sườn có dấu hiệu gì và do đâu?,gãy xương sườn,"['Triệu chứng', 'Nguyên nhân']",Fracture of the Rib,"Triệu chứng: Đau ngực, khó thở, nhạy cảm hoặc sưng trên lồng ngực. Nguyên nhân: Chấn thương ngực hoặc va đập mạnh"
Bệnh to đầu chi có dấu hiệu gì và làm sao để bớt khó chịu?,to đầu chi,"['Triệu chứng', 'Điều trị']",Acromegaly,"Triệu chứng: Phát triển quá mức của mặt, tay, chân; to nội tạng; đau khớp, mệt mỏi. Điều trị: Phẫu thuật loại bỏ u tuyến yên, dùng thuốc ức chế hormone tăng trưởng (octreotide, lanreotide), xạ trị"
"Khi bị viêm bể thận, tôi sẽ nhận thấy thay đổi gì?",viêm bể thận,['Triệu chứng'],Pyelonephritis,"Sốt, ớn lạnh, đau lưng hoặc sườn, tiểu nhiều"
"Bệnh đau thần kinh làm tôi khó chịu, có phải dấu hiệu nặng không?",đau thần kinh,['Triệu chứng'],Neuropathic Pain,"Đau rát hoặc bỏng, ngứa ran hoặc tê"
"Bệnh viêm nội nhãn làm tôi mệt, có cách nào phục hồi không?",viêm nội nhãn,['Điều trị'],Endophthalmitis,"Cần chăm sóc y tế ngay lập tức. Điều trị có thể bao gồm: kháng sinh hoặc thuốc chống nấm tiêm tĩnh mạch, tiêm thuốc vào mắt (tiêm kháng sinh hoặc thuốc chống nấm trực tiếp vào mắt), phẫu thuật cắt dịch kính (loại bỏ chất lỏng giống gel trong mắt), thuốc tại chỗ hoặc uống (để quản lý đau, viêm hoặc nhiễm trùng), thăm khám thường xuyên với bác sĩ nhãn khoa, chăm sóc hỗ trợ (như chườm ấm hoặc thuốc nhỏ mắt bôi trơn)"
"Tôi bị rối loạn tránh/hạn chế ăn uống, cảm thấy thế nào và nên làm gì để khỏe?",rối loạn tránh/hạn chế ăn uống,"['Triệu chứng', 'Điều trị']",Avoidant/Restrictive Food Intake Disorder (ARFID),"Triệu chứng: Tránh hoặc hạn chế một số loại thực phẩm hoặc toàn bộ nhóm thực phẩm, giảm cân đáng kể hoặc không tăng cân. Điều trị: Tư vấn dinh dưỡng, tâm lý trị liệu (như liệu pháp hành vi nhận thức hoặc liệu pháp gia đình), theo dõi y tế, liệu pháp tiếp xúc, liệu pháp nghề nghiệp"
"Tôi bị thận mãn tính, tôi muốn biết tại sao",thận mãn tính,['Nguyên nhân'],Chronic Kidney Disease,"Tổn thương thận tiến triển do tiểu đường, huyết áp cao hoặc bệnh lý khác"
"Tôi bị dị ứng thực phẩm và thấy đau, do đâu mà có?",dị ứng thực phẩm,['Nguyên nhân'],Food Allergy,Phản ứng miễn dịch với thực phẩm cụ thể
"Tôi hay bị đau vì viêm tủy cắt ngang, do đâu vậy?",viêm tủy cắt ngang,['Nguyên nhân'],Transverse pulpitis,"Virus herpes, Virus gây bệnh zona, Epstein-Barr, HIV, Echovirus, Virus zika, Cúm, Viên gan B, Quai bị, Sởi, Bệnh giang mai, Bệnh lao, Ho gà, Uốn ván"
"Tôi hay bị tim tăng huyết áp, có phải do công việc của tôi không?",tim tăng huyết áp,['Nguyên nhân'],Hypertensive Heart Disease,Huyết áp cao kéo dài
"Bệnh sa tử cung làm tôi mệt, tại sao vậy?",sa tử cung,['Triệu chứng'],Uterine Prolapse,"Cảm giác nặng nề, rối loạn chức năng tiểu tiện, đau vùng chậu, cảm giác “rơi” của tử cung"
